,date_of_event,age,citizenship,event_location,event_location_district,event_location_region,gender,type_of_injury,ammunition,killed_by,datetime
214,2023-01-27,14.0,Israeli,Neve Ya'akov,East Jerusalem,West Bank,M,gunfire,live ammunition,Palestinian civilians,2023-01-27
215,2023-01-27,56.0,Israeli,Neve Ya'akov,East Jerusalem,West Bank,M,gunfire,live ammunition,Palestinian civilians,2023-01-27
216,2023-01-27,24.0,Israeli,Neve Ya'akov,East Jerusalem,West Bank,M,gunfire,live ammunition,Palestinian civilians,2023-01-27
217,2023-01-26,34.0,Palestinian,Jenin R.C.,Jenin,West Bank,M,gunfire,,Israeli security forces,2023-01-26
218,2023-01-26,36.0,Palestinian,Jenin R.C.,Jenin,West Bank,M,gunfire,live ammunition,Israeli security forces,2023-01-26
219,2023-01-26,24.0,Palestinian,Jenin R.C.,Jenin,West Bank,M,gunfire,live ammunition,Israeli security forces,2023-01-26
220,2023-01-26,22.0,Palestinian,Jenin R.C.,Jenin,West Bank,M,gunfire,,Israeli security forces,2023-01-26
221,2023-01-26,16.0,Palestinian,Jenin R.C.,Jenin,West Bank,M,gunfire,live ammunition,Israeli security forces,2023-01-26
222,2023-01-26,60.0,Palestinian,Jenin R.C.,Jenin,West Bank,F,gunfire,live ammunition,Israeli security forces,2023-01-26
223,2023-01-26,34.0,Palestinian,Jenin R.C.,Jenin,West Bank,M,gunfire,live ammunition,Israeli security forces,2023-01-26
224,2023-01-26,22.0,Palestinian,a-Ram,al-Quds,West Bank,M,gunfire,live ammunition,Israeli security forces,2023-01-26
225,2023-01-26,25.0,Palestinian,Jenin R.C.,Jenin,West Bank,M,gunfire,live ammunition,Israeli security forces,2023-01-26
226,2023-01-26,21.0,Palestinian,Jenin R.C.,Jenin,West Bank,M,gunfire,live ammunition,Israeli security forces,2023-01-26
227,2023-01-26,17.0,Palestinian,Jenin R.C.,Jenin,West Bank,M,gunfire,live ammunition,Israeli security forces,2023-01-26
228,2023-01-25,18.0,Palestinian,'Anata new (Dahiyat a-Salam),East Jerusalem,West Bank,M,gunfire,live ammunition,Israeli security forces,2023-01-25
229,2023-01-25,17.0,Palestinian,Silwan,East Jerusalem,West Bank,M,gunfire,live ammunition,Israeli security forces,2023-01-25
230,2023-01-25,20.0,Palestinian,Kedumim,Tulkarm,West Bank,M,gunfire,live ammunition,Israeli security forces,2023-01-25
231,2023-01-23,14.0,Palestinian,a-Duheisheh R.C.,Bethlehem,West Bank,M,gunfire,live ammunition,Israeli security forces,2023-01-23
232,2023-01-21,42.0,Palestinian,Sde Ephraim farm,Ramallah and al-Bira,West Bank,M,gunfire,live ammunition,Israeli civilians,2023-01-21
233,2023-01-19,26.0,Palestinian,Jenin R.C.,Jenin,West Bank,M,gunfire,live ammunition,Israeli security forces,2023-01-19
234,2023-01-19,57.0,Palestinian,Jenin R.C.,Jenin,West Bank,M,gunfire,live ammunition,Israeli security forces,2023-01-19
235,2023-01-17,40.0,Palestinian,Halhul,Hebron,West Bank,M,gunfire,live ammunition,Israeli security forces,2023-01-17
236,2023-01-15,45.0,Palestinian,Silwad,Ramallah and al-Bira,West Bank,M,gunfire,live ammunition,Israeli security forces,2023-01-15
237,2023-01-14,22.0,Palestinian,al-Fandaqumiyah,Jenin,West Bank,M,gunfire,live ammunition,Israeli security forces,2023-01-14
238,2023-01-14,20.0,Palestinian,al-Fandaqumiyah,Jenin,West Bank,M,gunfire,live ammunition,Israeli security forces,2023-01-14
239,2023-01-12,18.0,Palestinian,Qabatiyah,Jenin,West Bank,M,gunfire,live ammunition,Israeli security forces,2023-01-12
240,2023-01-12,26.0,Palestinian,Qabatiyah,Jenin,West Bank,M,gunfire,live ammunition,Israeli security forces,2023-01-12
241,2023-01-11,18.0,Palestinian,Mitzpe Eshtamoa,Hebron,West Bank,M,gunfire,live ammunition,Israeli civilians,2023-01-11
242,2023-01-11,41.0,Palestinian,Qalandia R.C.,al-Quds,West Bank,M,gunfire,live ammunition,Israeli security forces,2023-01-11
243,2023-01-11,21.0,Palestinian,Balata R.C.,Nablus,West Bank,M,gunfire,live ammunition,Israeli security forces,2023-01-11
244,2023-01-05,16.0,Palestinian,Balata R.C.,Nablus,West Bank,M,gunfire,live ammunition,Israeli security forces,2023-01-05
245,2023-01-03,15.0,Palestinian,a-Duheisheh R.C.,Bethlehem,West Bank,M,gunfire,live ammunition,Israeli security forces,2023-01-03
246,2023-01-02,21.0,Palestinian,Kfar Dan,Jenin,West Bank,M,gunfire,live ammunition,Israeli security forces,2023-01-02
247,2023-01-01,19.0,Palestinian,Kfar Dan,Jenin,West Bank,M,gunfire,live ammunition,Israeli security forces,2023-01-01
248,2023-01-01,17.0,Palestinian,Kfar Dan,Jenin,West Bank,M,gunfire,live ammunition,Israeli security forces,2023-01-01
249,2022-12-22,23.0,Palestinian,Nablus,Nablus,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-12-22
250,2022-12-11,15.0,Palestinian,Jenin,Jenin,West Bank,F,gunfire,live ammunition,Israeli security forces,2022-12-11
251,2022-12-08,19.0,Palestinian,Jenin,Jenin,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-12-08
252,2022-12-08,26.0,Palestinian,Jenin,Jenin,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-12-08
253,2022-12-08,16.0,Palestinian,'Abud,Ramallah and al-Bira,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-12-08
254,2022-12-08,46.0,Palestinian,Jenin,Jenin,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-12-08
255,2022-12-07,32.0,Palestinian,Deir Dobwan,Ramallah and al-Bira,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-12-07
256,2022-12-05,22.0,Palestinian,a-Duheisheh R.C.,Bethlehem,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-12-05
257,2022-12-02,23.0,Palestinian,Huwarah,Nablus,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-12-02
258,2022-12-01,34.0,Palestinian,Jenin R.C.,Jenin,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-12-01
259,2022-12-01,22.0,Palestinian,Jenin R.C.,Jenin,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-12-01
260,2022-11-30,27.0,Palestinian,Ya'bad,Jenin,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-11-30
261,2022-11-29,45.0,Palestinian,al-Birah,Ramallah and al-Bira,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-11-29
262,2022-11-29,22.0,Palestinian,Kafr Ein,Ramallah and al-Bira,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-11-29
263,2022-11-29,19.0,Palestinian,Kafr Ein,Ramallah and al-Bira,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-11-29
264,2022-11-29,21.0,Palestinian,al-Mughayir,Ramallah and al-Bira,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-11-29
265,2022-11-28,44.0,Palestinian,Beit Ummar,Hebron,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-11-28
266,2022-11-23,50.0,Israeli,Jerusalem,Israel,Israel,M,explosion,bomb,Palestinian civilians,2022-11-23
267,2022-11-23,15.0,Israeli,Jerusalem,Israel,Israel,M,explosion,bomb,Palestinian civilians,2022-11-23
268,2022-11-22,23.0,Palestinian,Nablus,Nablus,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-11-22
269,2022-11-22,16.0,Palestinian,Nablus,Nablus,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-11-22
270,2022-11-21,17.0,Palestinian,Jenin,Jenin,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-11-21
271,2022-11-15,36.0,Israeli,Ari'el,Nablus,West Bank,M,stabbing,knife,Palestinian civilians,2022-11-15
272,2022-11-15,18.0,Palestinian,Ari'el,Nablus,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-11-15
273,2022-11-15,50.0,Israeli,Ari'el,Nablus,West Bank,M,hit by a vehicle,,Palestinian civilians,2022-11-15
274,2022-11-15,59.0,Israeli,Ari'el,Nablus,West Bank,M,stabbing,knife,Palestinian civilians,2022-11-15
275,2022-11-14,14.0,Palestinian,Bitunya,Ramallah and al-Bira,West Bank,F,gunfire,live ammunition,Israeli security forces,2022-11-14
276,2022-11-09,29.0,Palestinian,'Anin,Jenin,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-11-09
277,2022-11-09,15.0,Palestinian,Nablus,Nablus,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-11-09
278,2022-11-05,18.0,Palestinian,al-Mazra'ah a-Sharqiyah,Ramallah and al-Bira,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-11-05
279,2022-11-03,28.0,Palestinian,Jenin R.C.,Jenin,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-11-03
280,2022-11-03,20.0,Palestinian,Old City (Jerusalem),East Jerusalem,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-11-03
281,2022-11-03,41.0,Palestinian,Beit Duqu,al-Quds,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-11-03
282,2022-11-03,14.0,Palestinian,Jenin R.C.,Jenin,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-11-03
283,2022-11-02,54.0,Palestinian,Beit 'Ur al-Foqa,Ramallah and al-Bira,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-11-02
284,2022-10-29,49.0,Israeli,Giv'at Ha'avot,Hebron,West Bank,M,gunfire,live ammunition,Palestinian civilians,2022-10-29
285,2022-10-28,34.0,Palestinian,Huwarah,Nablus,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-10-28
286,2022-10-28,50.0,Palestinian,Huwarah,Nablus,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-10-28
287,2022-10-25,19.0,Palestinian,a-Nabi Saleh,Ramallah and al-Bira,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-10-25
288,2022-10-25,31.0,Palestinian,Nablus,Nablus,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-10-25
289,2022-10-25,26.0,Palestinian,Nablus,Nablus,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-10-25
290,2022-10-25,34.0,Palestinian,Nablus,Nablus,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-10-25
291,2022-10-25,26.0,Palestinian,Nablus,Nablus,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-10-25
292,2022-10-25,63.0,Israeli,al-Funduq,Qalqiliya,West Bank,M,stabbing,knife,Palestinian civilians,2022-10-25
293,2022-10-23,32.0,Palestinian,Nablus,Nablus,West Bank,M,explosion,bomb,Israeli security forces,2022-10-23
294,2022-10-22,32.0,Palestinian,Qalqiliyah,Qalqiliya,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-10-22
295,2022-10-21,19.0,Palestinian,Jenin,Jenin,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-10-21
296,2022-10-19,22.0,Palestinian,Ma'ale Adumim,Ramallah and al-Bira,West Bank,M,gunfire,live ammunition,Israeli civilians,2022-10-19
297,2022-10-15,22.0,Palestinian,Beit El,Ramallah and al-Bira,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-10-15
298,2022-10-15,30.0,Palestinian,Qarawat Bani Hassan,Salfit,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-10-15
299,2022-10-14,25.0,Palestinian,Jenin R.C.,Jenin,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-10-14
300,2022-10-14,42.0,Palestinian,Jenin R.C.,Jenin,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-10-14
301,2022-10-12,17.0,Palestinian,al-'Arrub R.C.,Hebron,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-10-12
302,2022-10-08,18.0,Palestinian,Jenin,Jenin,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-10-08
303,2022-10-08,17.0,Palestinian,Jenin,Jenin,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-10-08
304,2022-10-07,14.0,Palestinian,Qalqiliyah,Qalqiliya,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-10-07
305,2022-10-07,17.0,Palestinian,al-Mazra'ah al-Qibliyah,Ramallah and al-Bira,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-10-07
306,2022-10-05,21.0,Palestinian,Deir al-Hatab,Nablus,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-10-05
307,2022-10-03,18.0,Palestinian,al-Jalazun R.C.,Ramallah and al-Bira,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-10-03
308,2022-10-03,20.0,Palestinian,al-Jalazun R.C.,Ramallah and al-Bira,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-10-03
309,2022-10-01,17.0,Palestinian,al-'Eizariyah,al-Quds,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-10-01
310,2022-09-28,30.0,Palestinian,Jenin R.C.,Jenin,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-09-28
311,2022-09-28,27.0,Palestinian,Jenin R.C.,Jenin,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-09-28
312,2022-09-28,25.0,Palestinian,Jenin R.C.,Jenin,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-09-28
313,2022-09-28,12.0,Palestinian,Jenin,Jenin,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-09-28
314,2022-09-28,27.0,Palestinian,Jenin,Jenin,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-09-28
315,2022-09-28,16.0,Palestinian,al-Birah,Ramallah and al-Bira,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-09-28
316,2022-09-25,22.0,Palestinian,Nablus,Nablus,West Bank,M,gunfire,,Israeli security forces,2022-09-25
317,2022-09-24,36.0,Palestinian,Havat Gilad,Qalqiliya,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-09-24
318,2022-09-22,23.0,Palestinian,Modi'in,Israel,Israel,M,gunfire,live ammunition,Israeli security forces,2022-09-22
319,2022-09-20,84.0,Israeli,Holon,Israel,Israel,F,physical assault,,Palestinian civilians,2022-09-20
320,2022-09-15,17.0,Palestinian,Kfar Dan,Jenin,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-09-15
321,2022-09-14,21.0,Palestinian,al-Jalameh,Jenin,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-09-14
322,2022-09-14,23.0,Palestinian,al-Jalameh,Jenin,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-09-14
323,2022-09-08,16.0,Palestinian,al-Birah,Ramallah and al-Bira,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-09-08
324,2022-09-07,20.0,Palestinian,al-Far'ah R.C.,Tubas,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-09-07
325,2022-09-06,24.0,Palestinian,Jenin,Jenin,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-09-06
326,2022-09-06,28.0,Palestinian,Jenin,Jenin,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-09-06
327,2022-09-05,19.0,Palestinian,Qabatiyah,Jenin,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-09-05
328,2022-09-02,19.0,Palestinian,Beit 'Einun,Hebron,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-09-02
329,2022-09-01,27.0,Palestinian,al-Birah,Ramallah and al-Bira,West Bank,M,gunfire,,Israeli security forces,2022-09-01
330,2022-08-19,58.0,Palestinian,Tubas,Tubas,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-08-19
331,2022-08-18,19.0,Palestinian,Nablus,Nablus,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-08-18
332,2022-08-15,20.0,Palestinian,Kafr 'Aqab (Jerusalem),East Jerusalem,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-08-15
333,2022-08-09,18.0,Palestinian,Nablus,Nablus,West Bank,M,gunfire,,Israeli security forces,2022-08-09
334,2022-08-09,16.0,Palestinian,Hebron,Hebron,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-08-09
335,2022-08-09,32.0,Palestinian,Nablus,Nablus,West Bank,M,gunfire,,Israeli security forces,2022-08-09
336,2022-08-09,16.0,Palestinian,Nablus,Nablus,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-08-09
337,2022-08-09,25.0,Palestinian,Nablus,Nablus,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-08-09
338,2022-08-07,16.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2022-08-07
339,2022-08-07,13.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2022-08-07
340,2022-08-07,3.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2022-08-07
341,2022-08-07,16.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2022-08-07
342,2022-08-07,15.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2022-08-07
343,2022-08-07,27.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2022-08-07
344,2022-08-07,21.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2022-08-07
345,2022-08-07,19.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2022-08-07
346,2022-08-07,26.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2022-08-07
347,2022-08-06,42.0,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2022-08-06
348,2022-08-06,35.0,Palestinian,Rafah R.C.,Rafah,Gaza Strip,M,shelling,bomb,Israeli security forces,2022-08-06
349,2022-08-06,46.0,Palestinian,Rafah R.C.,Rafah,Gaza Strip,M,shelling,bomb,Israeli security forces,2022-08-06
350,2022-08-06,41.0,Palestinian,Rafah R.C.,Rafah,Gaza Strip,M,shelling,bomb,Israeli security forces,2022-08-06
351,2022-08-06,13.0,Palestinian,Rafah R.C.,Rafah,Gaza Strip,M,shelling,bomb,Israeli security forces,2022-08-06
352,2022-08-06,30.0,Palestinian,Rafah R.C.,Rafah,Gaza Strip,M,shelling,bomb,Israeli security forces,2022-08-06
353,2022-08-06,50.0,Palestinian,Rafah R.C.,Rafah,Gaza Strip,F,shelling,bomb,Israeli security forces,2022-08-06
354,2022-08-06,30.0,Palestinian,Rafah R.C.,Rafah,Gaza Strip,F,shelling,bomb,Israeli security forces,2022-08-06
355,2022-08-06,23.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,M,gunfire,missile,Israeli security forces,2022-08-06
356,2022-08-06,27.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,M,gunfire,missile,Israeli security forces,2022-08-06
357,2022-08-06,18.0,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2022-08-06
358,2022-08-06,10.0,Palestinian,'Abasan al-Jadidah (a-Saghirah),Khan Yunis,Gaza Strip,M,gunfire,,Israeli security forces,2022-08-06
359,2022-08-06,28.0,Palestinian,Jabalya,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2022-08-06
360,2022-08-05,22.0,Palestinian,al-Fukhari,Khan Yunis,Gaza Strip,F,gunfire,shell,Israeli security forces,2022-08-05
361,2022-08-05,5.0,Palestinian,Gaza City,Gaza,Gaza Strip,F,gunfire,missile,Israeli security forces,2022-08-05
362,2022-08-05,23.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2022-08-05
363,2022-08-05,28.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,M,gunfire,missile,Israeli security forces,2022-08-05
364,2022-08-05,34.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,M,gunfire,missile,Israeli security forces,2022-08-05
365,2022-08-05,10.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,F,gunfire,missile,Israeli security forces,2022-08-05
366,2022-08-05,27.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,shell,Israeli security forces,2022-08-05
367,2022-08-05,25.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,gunfire,shell,Israeli security forces,2022-08-05
368,2022-08-05,50.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,shelling,bomb,Israeli security forces,2022-08-05
369,2022-08-05,38.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,shelling,bomb,Israeli security forces,2022-08-05
370,2022-08-05,50.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2022-08-05
371,2022-08-01,16.0,Palestinian,Jenin R.C.,Jenin,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-08-01
372,2022-07-26,59.0,Palestinian,Huwarah,Nablus,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-07-26
373,2022-07-24,30.0,Palestinian,Nablus,Nablus,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-07-24
374,2022-07-24,28.0,Palestinian,Nablus,Nablus,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-07-24
375,2022-07-24,24.0,Palestinian,Nablus,Nablus,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-07-24
376,2022-07-06,20.0,Palestinian,Jaba',Jenin,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-07-06
377,2022-07-02,17.0,Palestinian,Jaba',Jenin,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-07-02
378,2022-06-28,25.0,Palestinian,Jenin,Jenin,West Bank,M,gunfire,live ammunition,Israeli security forces,2022-06-28
