,date_of_event,age,citizenship,event_location,event_location_district,event_location_region,gender,type_of_injury,ammunition,killed_by,datetime
8253,2004-06-29,14.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,M,gunfire,,Israeli security forces,2004-06-29
8254,2004-06-29,55.0,Palestinian,Netzer Hazani,Gush Katif,Gaza Strip,M,gunfire,,Israeli security forces,2004-06-29
8255,2004-06-29,63.0,Israeli,Beit Rima,Ramallah and al-Bira,West Bank,M,gunfire,,Palestinian civilians,2004-06-29
8256,2004-06-28,49.0,Israeli,Sderot,Israel,Israel,M,gunfire,Qassam rocket,Palestinian civilians,2004-06-28
8257,2004-06-28,20.0,Israeli,Gush Katif,Gush Katif,Gaza Strip,M,explosion,bomb,Palestinian civilians,2004-06-28
8258,2004-06-28,4.0,Israeli,Sderot,Israel,Israel,M,gunfire,Qassam rocket,Palestinian civilians,2004-06-28
8259,2004-06-28,49.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,M,gunfire,,Israeli security forces,2004-06-28
8260,2004-06-28,40.0,Palestinian,Morag,Khan Yunis,Gaza Strip,M,gunfire,,Israeli security forces,2004-06-28
8261,2004-06-27,11.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,M,gunfire,,Israeli security forces,2004-06-27
8262,2004-06-27,38.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,M,gunfire,,Israeli security forces,2004-06-27
8263,2004-06-26,45.0,Palestinian,Nablus,Nablus,West Bank,M,gunfire,,Israeli security forces,2004-06-26
8264,2004-06-26,23.0,Palestinian,Nablus,Nablus,West Bank,M,gunfire,,Israeli security forces,2004-06-26
8265,2004-06-26,27.0,Palestinian,Nablus,Nablus,West Bank,M,gunfire,,Israeli security forces,2004-06-26
8266,2004-06-26,24.0,Palestinian,Nablus,Nablus,West Bank,M,gunfire,,Israeli security forces,2004-06-26
8267,2004-06-26,24.0,Palestinian,Nablus,Nablus,West Bank,M,gunfire,,Israeli security forces,2004-06-26
8268,2004-06-26,32.0,Palestinian,Nablus,Nablus,West Bank,M,gunfire,,Israeli security forces,2004-06-26
8269,2004-06-26,34.0,Palestinian,Nablus,Nablus,West Bank,M,gunfire,,Israeli security forces,2004-06-26
8270,2004-06-25,17.0,Palestinian,Nablus,Nablus,West Bank,M,gunfire,,Israeli security forces,2004-06-25
8271,2004-06-25,17.0,Palestinian,Nablus,Nablus,West Bank,M,gunfire,,Israeli security forces,2004-06-25
8272,2004-06-24,19.0,Palestinian,Dugit,North Gaza,Gaza Strip,M,gunfire,,Israeli security forces,2004-06-24
8273,2004-06-24,18.0,Palestinian,Dugit,North Gaza,Gaza Strip,M,gunfire,,Israeli security forces,2004-06-24
8274,2004-06-23,24.0,Palestinian,Nablus,Nablus,West Bank,M,gunfire,,Israeli security forces,2004-06-23
8275,2004-06-23,21.0,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,M,gunfire,,Israeli security forces,2004-06-23
8276,2004-06-22,21.0,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,M,gunfire,,Israeli security forces,2004-06-22
8277,2004-06-22,20.0,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,M,gunfire,,Israeli security forces,2004-06-22
8278,2004-06-19,16.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,M,gunfire,,Israeli security forces,2004-06-19
8279,2004-06-16,30.0,Palestinian,Qabatiyah,Jenin,West Bank,M,gunfire,live ammunition,Israeli security forces,2004-06-16
8280,2004-06-16,51.0,Palestinian,Qabatiyah,Jenin,West Bank,M,gunfire,,Israeli security forces,2004-06-16
8281,2004-06-15,18.0,Palestinian,Balata R.C.,Nablus,West Bank,M,gunfire,,Israeli security forces,2004-06-15
8282,2004-06-14,24.0,Palestinian,Balata R.C.,Nablus,West Bank,M,gunfire,missile,Israeli security forces,2004-06-14
8283,2004-06-14,24.0,Palestinian,Balata R.C.,Nablus,West Bank,M,gunfire,missile,Israeli security forces,2004-06-14
8284,2004-06-10,25.0,Palestinian,Jenin,Jenin,West Bank,M,gunfire,,Israeli security forces,2004-06-10
8285,2004-06-10,13.0,Palestinian,Nablus,Nablus,West Bank,M,gunfire,live ammunition,Israeli security forces,2004-06-10
8286,2004-06-10,21.0,Palestinian,Beit Fajjar,Bethlehem,West Bank,M,gunfire,,Israeli security forces,2004-06-10
8287,2004-06-09,38.0,Palestinian,Jenin,Jenin,West Bank,M,gunfire,grenade,Israeli security forces,2004-06-09
8288,2004-06-09,21.0,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,M,gunfire,,Israeli security forces,2004-06-09
8289,2004-06-07,26.0,Palestinian,Far'on,Tulkarm,West Bank,M,gunfire,live ammunition,Israeli security forces,2004-06-07
8290,2004-06-06,17.0,Palestinian,Neve Deqalim,Gush Katif,Gaza Strip,M,gunfire,,Israeli security forces,2004-06-06
8291,2004-06-06,31.0,Palestinian,Qalandia R.C.,al-Quds,West Bank,M,gunfire,live ammunition,Israeli security forces,2004-06-06
8292,2004-06-01,21.0,Palestinian,Qabatiyah,Jenin,West Bank,M,gunfire,,Israeli security forces,2004-06-01
8293,2004-06-01,21.0,Palestinian,Karni Checkpoint,Gaza,Gaza Strip,M,gunfire,,Israeli security forces,2004-06-01
8294,2004-06-01,22.0,Palestinian,Karni Checkpoint,Gaza,Gaza Strip,M,gunfire,,Israeli security forces,2004-06-01
8295,2004-05-30,38.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2004-05-30
8296,2004-05-30,33.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2004-05-30
8297,2004-05-30,18.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2004-05-30
8298,2004-05-29,19.0,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,M,gunfire,,Israeli security forces,2004-05-29
8299,2004-05-28,30.0,Palestinian,Deir al-Balah,Deir al-Balah,Gaza Strip,M,gunfire,,Israeli security forces,2004-05-28
8300,2004-05-28,22.0,Palestinian,Rafah Crossing,Rafah,Gaza Strip,M,gunfire,,Israeli security forces,2004-05-28
8301,2004-05-26,21.0,Palestinian,Sufah Checkpoint,Rafah,Gaza Strip,M,gunfire,,Israeli security forces,2004-05-26
8302,2004-05-24,16.0,Palestinian,Balata R.C.,Nablus,West Bank,M,gunfire,live ammunition,Israeli security forces,2004-05-24
8303,2004-05-22,4.0,Palestinian,Rafah,Rafah,Gaza Strip,F,gunfire,,Israeli security forces,2004-05-22
8304,2004-05-21,42.0,Palestinian,Qalqiliyah,Qalqiliya,West Bank,M,gunfire,live ammunition,Israeli security forces,2004-05-21
8305,2004-05-20,19.0,Palestinian,Rafah,Rafah,Gaza Strip,M,gunfire,missile,Israeli security forces,2004-05-20
8306,2004-05-20,37.0,Palestinian,Rafah,Rafah,Gaza Strip,M,gunfire,live ammunition,Israeli security forces,2004-05-20
8307,2004-05-20,39.0,Palestinian,Rafah,Rafah,Gaza Strip,M,gunfire,missile,Israeli security forces,2004-05-20
8308,2004-05-20,14.0,Palestinian,al-Fawar R.C.,Hebron,West Bank,M,gunfire,live ammunition,Israeli security forces,2004-05-20
8309,2004-05-20,16.0,Palestinian,Rafah,Rafah,Gaza Strip,M,gunfire,missile,Israeli security forces,2004-05-20
8310,2004-05-20,23.0,Palestinian,Rafah,Rafah,Gaza Strip,M,gunfire,missile,Israeli security forces,2004-05-20
8311,2004-05-20,23.0,Palestinian,Rafah,Rafah,Gaza Strip,M,gunfire,missile,Israeli security forces,2004-05-20
8312,2004-05-20,16.0,Palestinian,Rafah,Rafah,Gaza Strip,M,gunfire,missile,Israeli security forces,2004-05-20
8313,2004-05-20,27.0,Palestinian,Rafah,Rafah,Gaza Strip,M,gunfire,live ammunition,Israeli security forces,2004-05-20
8314,2004-05-19,16.0,Palestinian,Rafah,Rafah,Gaza Strip,M,gunfire,,Israeli security forces,2004-05-19
8315,2004-05-19,14.0,Palestinian,Rafah R.C.,Rafah,Gaza Strip,M,gunfire,shell,Israeli security forces,2004-05-19
8316,2004-05-19,24.0,Palestinian,Rafah R.C.,Rafah,Gaza Strip,M,gunfire,,Israeli security forces,2004-05-19
8317,2004-05-19,26.0,Palestinian,Nablus,Nablus,West Bank,M,gunfire,live ammunition,Israeli security forces,2004-05-19
8318,2004-05-19,33.0,Palestinian,'Einav,Tulkarm,West Bank,M,gunfire,live ammunition,Israeli security forces,2004-05-19
8319,2004-05-19,26.0,Palestinian,Rafah R.C.,Rafah,Gaza Strip,M,gunfire,shell,Israeli security forces,2004-05-19
8320,2004-05-19,12.0,Palestinian,Rafah,Rafah,Gaza Strip,M,gunfire,shell,Israeli security forces,2004-05-19
8321,2004-05-19,18.0,Palestinian,Jenin,Jenin,West Bank,M,gunfire,,Israeli security forces,2004-05-19
8322,2004-05-19,33.0,Palestinian,Rafah,Rafah,Gaza Strip,M,gunfire,shell,Israeli security forces,2004-05-19
8323,2004-05-19,19.0,Palestinian,Rafah,Rafah,Gaza Strip,M,gunfire,shell,Israeli security forces,2004-05-19
8324,2004-05-19,12.0,Palestinian,Rafah,Rafah,Gaza Strip,M,gunfire,shell,Israeli security forces,2004-05-19
8325,2004-05-19,21.0,Palestinian,Rafah,Rafah,Gaza Strip,M,gunfire,shell,Israeli security forces,2004-05-19
8326,2004-05-19,9.0,Palestinian,Rafah,Rafah,Gaza Strip,M,gunfire,shell,Israeli security forces,2004-05-19
8327,2004-05-19,14.0,Palestinian,Rafah,Rafah,Gaza Strip,M,gunfire,,Israeli security forces,2004-05-19
8328,2004-05-19,20.0,Palestinian,Rafah,Rafah,Gaza Strip,M,gunfire,shell,Israeli security forces,2004-05-19
8329,2004-05-19,17.0,Palestinian,Rafah,Rafah,Gaza Strip,M,gunfire,shell,Israeli security forces,2004-05-19
8330,2004-05-19,32.0,Palestinian,Rafah,Rafah,Gaza Strip,M,gunfire,shell,Israeli security forces,2004-05-19
8331,2004-05-18,12.0,Palestinian,Rafah,Rafah,Gaza Strip,F,gunfire,,Israeli security forces,2004-05-18
8332,2004-05-18,24.0,Palestinian,Nablus,Nablus,West Bank,M,gunfire,live ammunition,Israeli security forces,2004-05-18
8333,2004-05-18,37.0,Palestinian,Rafah,Rafah,Gaza Strip,M,gunfire,,Israeli security forces,2004-05-18
8334,2004-05-18,23.0,Palestinian,Rafah,Rafah,Gaza Strip,M,gunfire,,Israeli security forces,2004-05-18
8335,2004-05-18,17.0,Palestinian,Rafah,Rafah,Gaza Strip,M,gunfire,,Israeli security forces,2004-05-18
8336,2004-05-18,23.0,Palestinian,Rafah R.C.,Rafah,Gaza Strip,M,gunfire,missile,Israeli security forces,2004-05-18
8337,2004-05-18,26.0,Palestinian,Rafah R.C.,Rafah,Gaza Strip,M,gunfire,missile,Israeli security forces,2004-05-18
8338,2004-05-18,26.0,Palestinian,Rafah,Rafah,Gaza Strip,M,gunfire,,Israeli security forces,2004-05-18
8339,2004-05-18,31.0,Palestinian,Rafah R.C.,Rafah,Gaza Strip,M,gunfire,missile,Israeli security forces,2004-05-18
8340,2004-05-18,16.0,Palestinian,Rafah,Rafah,Gaza Strip,M,gunfire,,Israeli security forces,2004-05-18
8341,2004-05-18,24.0,Palestinian,Rafah,Rafah,Gaza Strip,M,gunfire,missile,Israeli security forces,2004-05-18
8342,2004-05-18,24.0,Palestinian,Rafah,Rafah,Gaza Strip,M,gunfire,,Israeli security forces,2004-05-18
8343,2004-05-18,22.0,Palestinian,Rafah,Rafah,Gaza Strip,M,gunfire,missile,Israeli security forces,2004-05-18
8344,2004-05-18,43.0,Palestinian,Rafah,Rafah,Gaza Strip,M,gunfire,missile,Israeli security forces,2004-05-18
8345,2004-05-18,17.0,Palestinian,Rafah,Rafah,Gaza Strip,M,gunfire,missile,Israeli security forces,2004-05-18
8346,2004-05-18,19.0,Palestinian,Rafah,Rafah,Gaza Strip,M,gunfire,missile,Israeli security forces,2004-05-18
8347,2004-05-18,18.0,Palestinian,Rafah,Rafah,Gaza Strip,M,gunfire,missile,Israeli security forces,2004-05-18
8348,2004-05-18,34.0,Palestinian,Rafah,Rafah,Gaza Strip,M,gunfire,,Israeli security forces,2004-05-18
8349,2004-05-18,30.0,Palestinian,Rafah,Rafah,Gaza Strip,M,gunfire,,Israeli security forces,2004-05-18
8350,2004-05-18,33.0,Palestinian,Rafah,Rafah,Gaza Strip,M,gunfire,,Israeli security forces,2004-05-18
8351,2004-05-18,17.0,Palestinian,Rafah,Rafah,Gaza Strip,M,gunfire,missile,Israeli security forces,2004-05-18
8352,2004-05-17,20.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,gunfire,shell,Israeli security forces,2004-05-17
8353,2004-05-17,20.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,gunfire,shell,Israeli security forces,2004-05-17
8354,2004-05-17,20.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,gunfire,shell,Israeli security forces,2004-05-17
8355,2004-05-17,20.0,Palestinian,Silwad,Ramallah and al-Bira,West Bank,M,gunfire,,Israeli security forces,2004-05-17
8356,2004-05-15,44.0,Palestinian,Rafah R.C.,Rafah,Gaza Strip,M,gunfire,,Israeli security forces,2004-05-15
8357,2004-05-14,21.0,Israeli,Rafah R.C.,Rafah,Gaza Strip,M,gunfire,,Palestinian civilians,2004-05-14
8358,2004-05-14,20.0,Palestinian,Rafiah Yam,Gush Katif,Gaza Strip,M,gunfire,shell,Israeli security forces,2004-05-14
8359,2004-05-14,30.0,Palestinian,Rafah R.C.,Rafah,Gaza Strip,M,gunfire,live ammunition,Israeli security forces,2004-05-14
8360,2004-05-14,34.0,Palestinian,Rafah R.C.,Rafah,Gaza Strip,M,gunfire,,Israeli security forces,2004-05-14
8361,2004-05-14,21.0,Israeli,Rafah R.C.,Rafah,Gaza Strip,M,gunfire,,Palestinian civilians,2004-05-14
8362,2004-05-13,17.0,Palestinian,Rafah R.C.,Rafah,Gaza Strip,M,gunfire,missile,Israeli security forces,2004-05-13
8363,2004-05-13,18.0,Palestinian,Rafah R.C.,Rafah,Gaza Strip,M,gunfire,missile,Israeli security forces,2004-05-13
8364,2004-05-13,20.0,Palestinian,Rafah R.C.,Rafah,Gaza Strip,M,gunfire,missile,Israeli security forces,2004-05-13
8365,2004-05-13,17.0,Palestinian,Rafah R.C.,Rafah,Gaza Strip,M,gunfire,missile,Israeli security forces,2004-05-13
8366,2004-05-13,16.0,Palestinian,Rafah R.C.,Rafah,Gaza Strip,M,gunfire,missile,Israeli security forces,2004-05-13
8367,2004-05-13,19.0,Palestinian,Rafah R.C.,Rafah,Gaza Strip,M,gunfire,,Israeli security forces,2004-05-13
8368,2004-05-13,18.0,Palestinian,Rafah R.C.,Rafah,Gaza Strip,M,gunfire,missile,Israeli security forces,2004-05-13
8369,2004-05-13,19.0,Palestinian,Rafah R.C.,Rafah,Gaza Strip,M,gunfire,missile,Israeli security forces,2004-05-13
8370,2004-05-13,16.0,Palestinian,Rafah R.C.,Rafah,Gaza Strip,M,gunfire,missile,Israeli security forces,2004-05-13
8371,2004-05-13,16.0,Palestinian,Rafah R.C.,Rafah,Gaza Strip,M,gunfire,missile,Israeli security forces,2004-05-13
8372,2004-05-13,22.0,Palestinian,Rafah R.C.,Rafah,Gaza Strip,M,gunfire,missile,Israeli security forces,2004-05-13
8373,2004-05-12,18.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,live ammunition,Israeli security forces,2004-05-12
8374,2004-05-12,23.0,Israeli,Egyptian Border,Rafah,Gaza Strip,M,explosion,,Palestinian civilians,2004-05-12
8375,2004-05-12,22.0,Israeli,Egyptian Border,Rafah,Gaza Strip,M,explosion,,Palestinian civilians,2004-05-12
8376,2004-05-12,25.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2004-05-12
8377,2004-05-12,19.0,Israeli,Egyptian Border,Rafah,Gaza Strip,M,explosion,,Palestinian civilians,2004-05-12
8378,2004-05-12,19.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,,Israeli security forces,2004-05-12
8379,2004-05-12,31.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,live ammunition,Israeli security forces,2004-05-12
8380,2004-05-12,23.0,Israeli,Egyptian Border,Rafah,Gaza Strip,M,explosion,,Palestinian civilians,2004-05-12
8381,2004-05-12,20.0,Israeli,Egyptian Border,Rafah,Gaza Strip,M,explosion,,Palestinian civilians,2004-05-12
8382,2004-05-11,20.0,Israeli,Gaza City,Gaza,Gaza Strip,M,explosion,,Palestinian civilians,2004-05-11
8383,2004-05-11,21.0,Israeli,Gaza City,Gaza,Gaza Strip,M,explosion,,Palestinian civilians,2004-05-11
8384,2004-05-11,20.0,Israeli,Gaza City,Gaza,Gaza Strip,M,explosion,,Palestinian civilians,2004-05-11
8385,2004-05-11,14.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,,Israeli security forces,2004-05-11
8386,2004-05-11,21.0,Israeli,Gaza City,Gaza,Gaza Strip,M,explosion,,Palestinian civilians,2004-05-11
8387,2004-05-11,30.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,,Israeli security forces,2004-05-11
8388,2004-05-11,17.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,,Israeli security forces,2004-05-11
8389,2004-05-11,17.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,,Israeli security forces,2004-05-11
8390,2004-05-11,26.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,,Israeli security forces,2004-05-11
8391,2004-05-11,39.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,,Israeli security forces,2004-05-11
8392,2004-05-11,19.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,,Israeli security forces,2004-05-11
8393,2004-05-11,26.0,Israeli,Gaza City,Gaza,Gaza Strip,M,explosion,,Palestinian civilians,2004-05-11
8394,2004-05-11,14.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,live ammunition,Israeli security forces,2004-05-11
8395,2004-05-11,20.0,Israeli,Gaza City,Gaza,Gaza Strip,M,explosion,,Palestinian civilians,2004-05-11
8396,2004-05-11,14.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2004-05-11
8397,2004-05-11,27.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,,Israeli security forces,2004-05-11
8398,2004-05-11,16.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,,Israeli security forces,2004-05-11
8399,2004-05-11,17.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2004-05-11
8400,2004-05-11,22.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,,Israeli security forces,2004-05-11
8401,2004-05-11,23.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,,Israeli security forces,2004-05-11
8402,2004-05-11,17.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,,Israeli security forces,2004-05-11
8403,2004-05-11,22.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,,Israeli security forces,2004-05-11
8404,2004-05-09,22.0,Palestinian,al-Qararah,Khan Yunis,Gaza Strip,M,gunfire,live ammunition,Israeli security forces,2004-05-09
8405,2004-05-09,18.0,Palestinian,Abu Dis,al-Quds,West Bank,M,gunfire,live ammunition,Israeli security forces,2004-05-09
8406,2004-05-07,19.0,Palestinian,Nablus,Nablus,West Bank,M,gunfire,live ammunition,Israeli security forces,2004-05-07
8407,2004-05-07,27.0,Palestinian,Nur Shams,Tulkarm,West Bank,M,gunfire,,Israeli security forces,2004-05-07
8408,2004-05-07,26.0,Palestinian,Nur Shams,Tulkarm,West Bank,M,gunfire,,Israeli security forces,2004-05-07
8409,2004-05-07,17.0,Palestinian,Beita,Nablus,West Bank,M,gunfire,,Israeli security forces,2004-05-07
8410,2004-05-06,23.0,Palestinian,Hebron,Hebron,West Bank,M,gunfire,,Israeli security forces,2004-05-06
8411,2004-05-05,35.0,Palestinian,Deir al-Balah,Deir al-Balah,Gaza Strip,M,gunfire,,Israeli security forces,2004-05-05
8412,2004-05-05,31.0,Palestinian,Talluzah,Nablus,West Bank,M,gunfire,,Israeli security forces,2004-05-05
8413,2004-05-05,16.0,Palestinian,Karni Checkpoint,Gaza,Gaza Strip,M,gunfire,,Israeli security forces,2004-05-05
8414,2004-05-04,25.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,M,gunfire,missile,Israeli security forces,2004-05-04
8415,2004-05-04,16.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,M,gunfire,missile,Israeli security forces,2004-05-04
8416,2004-05-02,9.0,Israeli,al-Qararah,Khan Yunis,Gaza Strip,F,gunfire,,Palestinian civilians,2004-05-02
8417,2004-05-02,20.0,Palestinian,al-Qararah,Khan Yunis,Gaza Strip,M,gunfire,,Israeli security forces,2004-05-02
8418,2004-05-02,11.0,Israeli,al-Qararah,Khan Yunis,Gaza Strip,F,gunfire,,Palestinian civilians,2004-05-02
8419,2004-05-02,22.0,Palestinian,Nablus,Nablus,West Bank,M,gunfire,live ammunition,Israeli security forces,2004-05-02
8420,2004-05-02,34.0,Israeli,al-Qararah,Khan Yunis,Gaza Strip,F,gunfire,,Palestinian civilians,2004-05-02
8421,2004-05-02,20.0,Palestinian,al-Qararah,Khan Yunis,Gaza Strip,M,gunfire,,Israeli security forces,2004-05-02
8422,2004-05-02,7.0,Israeli,al-Qararah,Khan Yunis,Gaza Strip,F,gunfire,,Palestinian civilians,2004-05-02
8423,2004-05-02,2.0,Israeli,al-Qararah,Khan Yunis,Gaza Strip,F,gunfire,,Palestinian civilians,2004-05-02
8424,2004-05-01,14.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,gunfire,,Israeli security forces,2004-05-01
8425,2004-05-01,7.0,Palestinian,Khan Yunis R.C.,Khan Yunis,Gaza Strip,M,gunfire,,Israeli security forces,2004-05-01
8427,2004-04-27,25.0,Palestinian,Tulkarm R.C.,Tulkarm,West Bank,M,gunfire,,Israeli security forces,2004-04-27
8428,2004-04-27,19.0,Palestinian,Tulkarm R.C.,Tulkarm,West Bank,M,gunfire,,Israeli security forces,2004-04-27
8429,2004-04-26,14.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,gunfire,live ammunition,Israeli security forces,2004-04-26
8430,2004-04-24,21.0,Palestinian,Qabatiyah,Jenin,West Bank,M,gunfire,,Israeli security forces,2004-04-24
8431,2004-04-24,19.0,Palestinian,Jenin,Jenin,West Bank,M,gunfire,,Israeli security forces,2004-04-24
8432,2004-04-24,29.0,Palestinian,Jenin,Jenin,West Bank,M,gunfire,,Israeli security forces,2004-04-24
8433,2004-04-24,30.0,Palestinian,Jenin,Jenin,West Bank,M,gunfire,,Israeli security forces,2004-04-24
8434,2004-04-23,25.0,Palestinian,Qalqiliyah,Qalqiliya,West Bank,M,gunfire,,Israeli security forces,2004-04-23
8435,2004-04-23,30.0,Palestinian,Qalqiliyah,Qalqiliya,West Bank,M,gunfire,,Israeli security forces,2004-04-23
8436,2004-04-23,33.0,Palestinian,Talluzah,Nablus,West Bank,M,gunfire,,Israeli security forces,2004-04-23
8437,2004-04-23,24.0,Palestinian,Qalqiliyah,Qalqiliya,West Bank,M,gunfire,,Israeli security forces,2004-04-23
8438,2004-04-22,27.0,Palestinian,Tulkarm R.C.,Tulkarm,West Bank,M,gunfire,,Israeli security forces,2004-04-22
8439,2004-04-22,29.0,Palestinian,Tulkarm R.C.,Tulkarm,West Bank,M,gunfire,,Israeli security forces,2004-04-22
8440,2004-04-22,31.0,Palestinian,Tulkarm R.C.,Tulkarm,West Bank,M,gunfire,,Israeli security forces,2004-04-22
8441,2004-04-22,14.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,gunfire,,Israeli security forces,2004-04-22
8442,2004-04-22,10.0,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,F,gunfire,,Israeli security forces,2004-04-22
8443,2004-04-21,16.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,gunfire,,Israeli security forces,2004-04-21
8444,2004-04-21,60.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2004-04-21
